Load,Solar,Wind,,,,
24.36,0.06,4.29,,,,
23.87,1.63,4.62,,,,
25.60,3.65,4.79,,,,
27.54,5.29,4.82,,,,
27.40,6.40,4.67,,,,
28.23,7.02,4.55,,,,
29.69,7.13,4.52,,,,
30.03,6.73,4.46,,,,
29.20,5.74,4.33,,,,
29.55,4.24,4.25,,,,
28.58,2.25,4.33,,,,
28.65,0.31,4.49,,,,
29.06,0.00,4.73,,,,
32.32,0.00,5.19,,,,
31.83,0.00,5.67,,,,
31.07,0.00,6.05,,,,
30.17,0.00,6.23,,,,
28.37,0.00,6.34,,,,
27.20,0.00,6.41,,,,
25.60,0.00,6.33,,,,
25.05,0.00,6.10,,,,
24.57,0.00,5.86,,,,
24.22,0.00,5.66,,,,
24.91,0.00,5.43,,,,
24.91,0.05,5.25,,,,
23.87,1.59,5.11,,,,
25.05,3.17,5.00,,,,
25.47,4.89,4.95,,,,
26.43,5.97,4.72,,,,
26.92,6.83,4.25,,,,
26.37,7.03,3.68,,,,
27.06,6.46,3.15,,,,
25.67,5.59,2.77,,,,
27.13,4.13,2.66,,,,
27.68,2.16,2.74,,,,
26.85,0.31,2.70,,,,
28.30,0.00,2.51,,,,
31.35,0.00,2.37,,,,
31.49,0.00,2.37,,,,
30.45,0.00,2.54,,,,
29.27,0.00,2.83,,,,
28.72,0.00,3.16,,,,
26.09,0.00,3.40,,,,
25.74,0.00,3.50,,,,
24.77,0.00,3.55,,,,
24.57,0.00,3.60,,,,
24.08,0.00,3.63,,,,
24.22,0.00,3.62,,,,
24.22,0.07,3.59,,,,
26.71,1.74,3.63,,,,
28.16,3.61,3.77,,,,
31.00,5.22,3.96,,,,
31.62,6.22,4.07,,,,
32.87,6.65,4.14,,,,
32.25,6.76,4.07,,,,
32.18,6.55,3.68,,,,
31.97,5.63,3.23,,,,
32.11,4.23,3.12,,,,
31.90,2.27,3.38,,,,
29.69,0.35,3.64,,,,
30.10,0.00,3.93,,,,
33.56,0.00,4.29,,,,
32.94,0.00,4.48,,,,
30.93,0.00,4.40,,,,
30.72,0.00,4.12,,,,
28.44,0.00,3.85,,,,
26.43,0.00,3.61,,,,
25.60,0.00,3.34,,,,
25.05,0.00,3.22,,,,
24.43,0.00,3.46,,,,
24.29,0.00,3.94,,,,
24.57,0.00,4.35,,,,
26.23,0.09,4.63,,,,
26.64,1.92,4.93,,,,
28.37,3.89,5.24,,,,
29.27,5.38,5.45,,,,
30.79,6.45,5.46,,,,
31.35,6.97,5.47,,,,
31.76,6.97,5.44,,,,
31.97,6.71,5.25,,,,
31.76,5.65,5.06,,,,
32.59,4.18,4.83,,,,
31.42,2.35,4.48,,,,
30.10,0.35,4.13,,,,
29.96,0.00,3.96,,,,
33.22,0.00,4.05,,,,
32.45,0.00,4.22,,,,
31.62,0.00,4.37,,,,
29.76,0.00,4.51,,,,
28.23,0.00,4.81,,,,
26.57,0.00,5.15,,,,
25.05,0.00,5.31,,,,
24.43,0.00,5.37,,,,
24.15,0.00,5.30,,,,
24.01,0.00,5.21,,,,
24.43,0.00,5.13,,,,
26.16,0.10,5.14,,,,
26.50,2.03,5.22,,,,
27.54,4.05,5.33,,,,
29.48,5.63,5.37,,,,
30.93,6.71,5.19,,,,
31.62,7.27,4.86,,,,
32.11,7.36,4.50,,,,
31.00,6.95,4.19,,,,
31.76,5.99,3.98,,,,
31.07,4.55,3.89,,,,
31.21,2.56,3.86,,,,
29.69,0.44,3.94,,,,
29.69,0.00,4.14,,,,
33.08,0.00,4.34,,,,
32.45,0.00,4.31,,,,
31.14,0.00,3.87,,,,
30.03,0.00,3.15,,,,
28.58,0.00,2.57,,,,
26.64,0.00,2.30,,,,
25.60,0.00,2.18,,,,
24.91,0.00,2.24,,,,
24.22,0.00,2.28,,,,
24.22,0.00,2.38,,,,
24.50,0.00,2.69,,,,
25.26,0.10,3.10,,,,
25.95,1.98,3.48,,,,
27.61,3.95,3.69,,,,
29.55,5.58,3.61,,,,
31.07,6.66,3.22,,,,
31.21,7.28,2.68,,,,
31.97,7.32,2.18,,,,
31.56,6.87,1.79,,,,
32.11,5.88,1.51,,,,
31.69,4.39,1.38,,,,
30.93,2.40,1.45,,,,
30.24,0.38,1.71,,,,
29.83,0.00,2.14,,,,
33.42,0.00,2.58,,,,
32.94,0.00,2.86,,,,
31.28,0.00,3.05,,,,
30.31,0.00,3.18,,,,
28.37,0.00,3.27,,,,
27.26,0.00,3.35,,,,
26.09,0.00,3.39,,,,
25.19,0.00,3.50,,,,
24.36,0.00,3.62,,,,
24.91,0.00,3.67,,,,
25.05,0.00,3.57,,,,
26.09,0.10,3.33,,,,
26.30,1.98,3.13,,,,
27.89,3.99,3.12,,,,
30.66,5.58,3.29,,,,
30.10,6.65,3.40,,,,
30.03,7.03,3.31,,,,
31.69,7.10,3.19,,,,
31.35,6.66,3.05,,,,
31.35,5.73,2.93,,,,
30.72,4.26,2.99,,,,
30.45,2.31,3.33,,,,
28.99,0.36,3.75,,,,
28.44,0.00,4.06,,,,
32.73,0.00,4.18,,,,
31.97,0.00,4.11,,,,
31.00,0.00,3.99,,,,
29.55,0.00,3.84,,,,
28.03,0.00,3.83,,,,
26.71,0.00,3.92,,,,
25.74,0.00,3.85,,,,
24.91,0.00,3.63,,,,
24.22,0.00,3.40,,,,
23.94,0.00,3.30,,,,
23.87,0.00,3.33,,,,
24.57,0.10,3.49,,,,
23.87,1.93,3.65,,,,
25.19,3.98,3.70,,,,
26.43,5.49,3.61,,,,
26.71,6.64,3.25,,,,
28.16,7.21,2.87,,,,
28.51,7.25,2.58,,,,
30.72,6.79,2.30,,,,
27.61,5.78,2.16,,,,
28.72,4.29,2.19,,,,
28.30,2.35,2.34,,,,
28.03,0.38,2.42,,,,
28.37,0.00,2.48,,,,
31.62,0.00,2.67,,,,
31.28,0.00,2.84,,,,
30.59,0.00,2.99,,,,
29.41,0.00,3.16,,,,
27.82,0.00,3.46,,,,
26.43,0.00,3.82,,,,
25.05,0.00,3.99,,,,
24.91,0.00,3.86,,,,
24.08,0.00,3.62,,,,
23.39,0.00,3.40,,,,
22.91,0.00,3.50,,,,
23.60,0.11,3.75,,,,
22.84,1.81,4.00,,,,
23.32,3.56,4.33,,,,
25.12,4.99,4.67,,,,
25.53,6.08,4.94,,,,
25.19,6.59,4.89,,,,
25.40,6.94,4.68,,,,
24.91,6.55,4.56,,,,
24.50,5.66,4.69,,,,
26.02,4.22,5.08,,,,
25.95,2.31,5.41,,,,
25.95,0.37,5.50,,,,
27.26,0.00,5.55,,,,
30.79,0.00,5.45,,,,
30.59,0.00,5.18,,,,
30.10,0.00,5.16,,,,
28.58,0.00,5.30,,,,
26.43,0.00,5.57,,,,
25.60,0.00,5.92,,,,
24.70,0.00,5.89,,,,
23.87,0.00,5.76,,,,
23.18,0.00,5.81,,,,
23.53,0.00,5.92,,,,
24.22,0.00,6.01,,,,
24.57,0.10,6.11,,,,
26.23,1.94,6.25,,,,
29.55,3.98,6.36,,,,
30.79,5.65,6.42,,,,
31.42,6.74,6.33,,,,
31.97,7.25,5.99,,,,
32.04,7.30,5.54,,,,
32.66,6.85,5.14,,,,
31.35,5.89,4.80,,,,
32.45,4.37,4.58,,,,
31.07,2.37,4.52,,,,
29.76,0.38,4.56,,,,
29.41,0.00,4.68,,,,
33.29,0.00,4.91,,,,
32.66,0.00,5.14,,,,
31.62,0.00,5.27,,,,
30.17,0.00,5.34,,,,
28.30,0.00,5.45,,,,
26.71,0.00,5.54,,,,
25.88,0.00,5.60,,,,
24.91,0.00,5.68,,,,
24.36,0.00,5.65,,,,
24.29,0.00,5.58,,,,
24.91,0.00,5.55,,,,
25.95,0.12,5.59,,,,
26.85,2.09,5.79,,,,
27.96,4.14,6.07,,,,
31.14,5.72,6.38,,,,
31.97,6.78,6.59,,,,
31.62,7.35,6.59,,,,
32.52,7.39,6.51,,,,
32.25,6.93,6.43,,,,
32.25,5.99,6.50,,,,
32.32,4.48,6.58,,,,
31.76,2.48,6.60,,,,
31.28,0.42,6.53,,,,
29.96,0.00,6.51,,,,
33.70,0.00,6.51,,,,
33.08,0.00,6.33,,,,
31.97,0.00,6.10,,,,
30.66,0.00,5.92,,,,
28.51,0.00,5.92,,,,
27.13,0.00,5.97,,,,
25.67,0.00,5.96,,,,
25.05,0.00,5.85,,,,
24.98,0.00,5.74,,,,
24.64,0.00,5.73,,,,
25.26,0.00,5.74,,,,
26.16,0.11,5.68,,,,
27.33,1.96,5.62,,,,
28.58,3.98,5.50,,,,
30.52,5.57,5.49,,,,
32.18,6.62,5.67,,,,
32.73,7.18,5.70,,,,
31.83,7.27,5.32,,,,
32.45,6.84,4.74,,,,
32.45,5.91,4.15,,,,
32.39,4.44,3.61,,,,
32.04,2.46,3.31,,,,
30.17,0.43,3.22,,,,
30.03,0.00,3.32,,,,
33.77,0.00,3.53,,,,
32.87,0.00,3.63,,,,
31.49,0.00,3.66,,,,
29.76,0.00,3.71,,,,
28.72,0.00,3.99,,,,
27.20,0.00,4.36,,,,
25.81,0.00,4.55,,,,
24.84,0.00,4.62,,,,
24.57,0.00,4.70,,,,
24.57,0.00,4.87,,,,
24.70,0.00,4.90,,,,
25.40,0.13,4.80,,,,
27.13,2.04,4.71,,,,
28.79,4.01,4.66,,,,
30.86,5.59,4.56,,,,
31.62,6.62,4.37,,,,
32.25,7.19,4.06,,,,
33.08,7.22,3.71,,,,
33.56,6.79,3.17,,,,
32.73,5.85,2.62,,,,
32.66,4.33,2.49,,,,
31.62,2.39,2.51,,,,
30.59,0.42,2.55,,,,
30.45,0.00,2.42,,,,
33.77,0.00,2.41,,,,
33.70,0.00,2.64,,,,
31.97,0.00,2.74,,,,
31.35,0.00,2.66,,,,
29.41,0.00,2.51,,,,
27.89,0.00,2.22,,,,
26.64,0.00,1.80,,,,
25.60,0.00,1.48,,,,
25.26,0.00,1.29,,,,
24.77,0.00,1.23,,,,
25.40,0.00,1.34,,,,
26.02,0.13,1.41,,,,
26.43,1.96,1.34,,,,
28.79,4.01,1.35,,,,
31.14,5.58,1.45,,,,
32.52,6.64,1.41,,,,
32.18,7.18,1.09,,,,
33.08,7.21,0.75,,,,
33.35,6.77,0.53,,,,
33.15,5.85,0.42,,,,
32.11,4.41,0.34,,,,
31.49,2.51,0.29,,,,
30.24,0.47,0.27,,,,
30.10,0.00,0.28,,,,
33.35,0.00,0.33,,,,
35.50,0.00,0.35,,,,
32.04,0.00,0.31,,,,
30.66,0.00,0.26,,,,
28.51,0.00,0.25,,,,
27.89,0.00,0.23,,,,
25.95,0.00,0.18,,,,
25.26,0.00,0.12,,,,
24.91,0.00,0.07,,,,
24.57,0.00,0.03,,,,
24.57,0.00,0.02,,,,
24.57,0.15,0.04,,,,
24.29,2.12,0.04,,,,
25.40,4.14,0.06,,,,
28.16,5.70,0.08,,,,
28.03,6.73,0.08,,,,
29.06,7.27,0.07,,,,
28.99,7.31,0.04,,,,
28.58,6.87,0.02,,,,
28.30,5.84,0.01,,,,
28.23,4.41,0.00,,,,
28.10,2.49,0.01,,,,
27.68,0.47,0.02,,,,
28.72,0.00,0.05,,,,
32.25,0.00,0.12,,,,
31.49,0.00,0.21,,,,
30.45,0.00,0.27,,,,
29.41,0.00,0.32,,,,
27.96,0.00,0.34,,,,
26.16,0.00,0.35,,,,
25.05,0.00,0.32,,,,
25.12,0.00,0.26,,,,
23.87,0.00,0.22,,,,
23.53,0.00,0.20,,,,
23.53,0.00,0.29,,,,
23.53,0.16,0.44,,,,
23.60,2.21,0.55,,,,
24.77,4.25,0.55,,,,
25.81,5.83,0.52,,,,
24.98,6.89,0.48,,,,
25.60,7.44,0.47,,,,
25.88,7.49,0.50,,,,
27.61,7.07,0.51,,,,
27.26,6.12,0.43,,,,
27.61,4.64,0.51,,,,
27.54,2.69,0.81,,,,
29.27,0.55,0.90,,,,
28.03,0.00,0.95,,,,
32.39,0.00,1.07,,,,
31.56,0.00,1.14,,,,
30.31,0.00,1.09,,,,
29.06,0.00,1.06,,,,
27.47,0.00,1.19,,,,
25.95,0.00,1.31,,,,
25.26,0.00,1.41,,,,
24.22,0.00,1.52,,,,
23.53,0.00,1.61,,,,
23.32,0.00,1.58,,,,
23.60,0.00,1.34,,,,
25.33,0.17,1.12,,,,
26.71,2.30,1.05,,,,
28.10,4.36,1.10,,,,
31.21,5.95,1.22,,,,
30.31,7.01,1.39,,,,
30.31,7.55,1.63,,,,
32.25,7.60,1.94,,,,
31.49,7.16,1.78,,,,
32.32,6.19,1.03,,,,
33.01,4.70,0.49,,,,
31.69,2.71,0.45,,,,
28.30,0.56,0.60,,,,
29.89,0.00,0.89,,,,
33.49,0.00,1.26,,,,
33.08,0.00,1.55,,,,
31.97,0.00,1.66,,,,
30.66,0.00,1.68,,,,
28.37,0.00,1.80,,,,
27.33,0.00,2.10,,,,
25.95,0.00,2.53,,,,
25.26,0.00,3.02,,,,
24.22,0.00,3.35,,,,
24.22,0.00,3.47,,,,
23.87,0.00,3.57,,,,
23.80,0.18,3.70,,,,
26.71,2.34,3.84,,,,
28.72,4.40,3.77,,,,
31.62,5.98,3.48,,,,
32.45,7.03,3.09,,,,
32.45,7.51,2.72,,,,
33.15,7.55,2.35,,,,
32.80,7.11,2.20,,,,
32.80,6.16,2.38,,,,
32.94,4.71,2.84,,,,
33.15,2.75,3.37,,,,
30.66,0.59,3.65,,,,
29.83,0.00,3.78,,,,
33.56,0.00,3.96,,,,
33.35,0.00,4.21,,,,
31.35,0.00,4.53,,,,
31.35,0.00,4.74,,,,
29.55,0.00,4.91,,,,
28.03,0.00,5.06,,,,
26.30,0.00,5.02,,,,
26.02,0.00,4.80,,,,
24.77,0.00,4.59,,,,
24.43,0.00,4.42,,,,
24.43,0.00,4.27,,,,
25.12,0.18,4.31,,,,
26.23,2.20,4.50,,,,
28.79,4.17,4.63,,,,
29.34,5.74,4.71,,,,
31.42,6.83,4.76,,,,
33.15,7.42,4.80,,,,
31.83,7.52,4.91,,,,
32.52,7.07,4.93,,,,
32.94,6.11,4.94,,,,
31.76,4.66,4.95,,,,
31.62,2.72,4.98,,,,
29.96,0.59,5.09,,,,
30.10,0.00,5.42,,,,
33.29,0.00,5.85,,,,
32.80,0.00,6.04,,,,
30.59,0.00,6.21,,,,
30.10,0.00,6.32,,,,
28.37,0.00,6.32,,,,
26.71,0.00,6.45,,,,
25.81,0.00,6.72,,,,
24.84,0.00,6.82,,,,
24.50,0.00,6.78,,,,
24.43,0.00,6.64,,,,
24.57,0.00,6.34,,,,
25.19,0.19,6.09,,,,
26.16,2.27,5.87,,,,
28.30,4.08,5.67,,,,
30.86,5.68,5.64,,,,
31.07,6.85,5.64,,,,
32.18,7.40,5.47,,,,
32.39,7.45,5.10,,,,
31.62,7.05,4.75,,,,
31.83,6.14,4.45,,,,
31.56,4.68,4.24,,,,
31.35,2.72,4.10,,,,
30.03,0.58,4.01,,,,
29.27,0.00,4.03,,,,
32.59,0.00,4.09,,,,
32.04,0.00,4.07,,,,
31.49,0.00,4.20,,,,
29.83,0.00,4.31,,,,
28.37,0.00,4.37,,,,
26.99,0.00,4.50,,,,
25.60,0.00,4.62,,,,
25.19,0.00,4.73,,,,
22.63,0.00,4.81,,,,
24.36,0.00,4.75,,,,
24.57,0.00,4.62,,,,
25.12,0.18,4.49,,,,
26.09,2.23,4.31,,,,
27.68,4.32,4.12,,,,
30.66,5.91,3.94,,,,
30.79,6.99,3.74,,,,
29.69,7.57,3.47,,,,
31.21,7.65,3.00,,,,
31.97,7.21,2.53,,,,
32.11,6.18,2.18,,,,
30.66,4.70,1.98,,,,
30.31,2.70,1.84,,,,
29.60,0.58,1.74,,,,
28.86,0.00,1.69,,,,
32.45,0.00,1.64,,,,
31.69,0.00,1.53,,,,
30.93,0.00,1.42,,,,
29.83,0.00,1.40,,,,
28.65,0.00,1.67,,,,
26.85,0.00,2.07,,,,
25.33,0.00,2.21,,,,
24.84,0.00,2.23,,,,
24.22,0.00,2.36,,,,
24.22,0.00,2.52,,,,
24.08,0.00,2.59,,,,
24.01,0.20,2.54,,,,
24.16,2.31,2.55,,,,
25.30,4.37,2.81,,,,
27.89,5.95,3.28,,,,
27.47,7.03,3.79,,,,
28.93,7.58,4.21,,,,
28.10,7.60,4.13,,,,
28.10,7.16,3.65,,,,
28.23,6.19,3.36,,,,
28.79,4.72,3.36,,,,
28.58,2.78,3.41,,,,
28.07,0.63,3.33,,,,
28.37,0.00,3.13,,,,
30.66,0.00,3.09,,,,
31.00,0.00,3.16,,,,
30.38,0.00,3.12,,,,
29.27,0.00,3.04,,,,
27.33,0.00,3.04,,,,
26.30,0.00,2.92,,,,
25.60,0.00,2.74,,,,
25.47,0.00,2.73,,,,
24.01,0.00,2.80,,,,
24.15,0.00,2.86,,,,
24.22,0.00,2.85,,,,
24.29,0.20,2.59,,,,
23.56,2.27,2.08,,,,
24.91,4.32,1.64,,,,
25.88,5.89,1.61,,,,
25.88,6.93,1.79,,,,
27.06,7.46,1.74,,,,
26.43,7.50,1.26,,,,
26.85,7.05,0.61,,,,
26.85,6.13,0.26,,,,
27.33,4.70,0.21,,,,
27.47,2.75,0.32,,,,
27.45,0.62,0.53,,,,
28.03,0.00,0.75,,,,
31.14,0.00,0.80,,,,
31.21,0.00,0.77,,,,
30.45,0.00,0.76,,,,
29.06,0.00,0.76,,,,
27.68,0.00,0.82,,,,
26.09,0.00,0.98,,,,
25.26,0.00,1.17,,,,
24.15,0.00,1.37,,,,
23.67,0.00,1.41,,,,
23.32,0.00,1.23,,,,
23.60,0.00,1.08,,,,
25.60,0.21,1.03,,,,
26.37,2.16,0.95,,,,
27.47,4.04,0.88,,,,
30.52,5.66,0.84,,,,
30.52,6.73,0.75,,,,
29.34,7.28,0.69,,,,
30.24,7.27,0.72,,,,
30.72,6.75,0.81,,,,
31.14,5.85,0.92,,,,
30.72,4.51,1.02,,,,
31.00,2.65,1.14,,,,
28.99,0.58,1.30,,,,
27.89,0.00,1.46,,,,
31.83,0.00,1.60,,,,
31.76,0.00,1.82,,,,
30.45,0.00,2.02,,,,
29.55,0.00,1.91,,,,
28.30,0.00,1.73,,,,
26.57,0.00,1.59,,,,
25.19,0.00,1.54,,,,
24.77,0.00,1.59,,,,
24.36,0.00,1.71,,,,
23.87,0.00,1.96,,,,
23.87,0.00,2.15,,,,
25.26,0.20,2.13,,,,
26.21,2.12,2.03,,,,
27.33,4.11,2.04,,,,
28.65,5.67,2.17,,,,
30.31,6.85,2.24,,,,
30.93,7.37,2.03,,,,
30.72,7.44,1.78,,,,
31.14,7.02,1.67,,,,
31.69,6.10,1.65,,,,
31.62,4.66,1.74,,,,
31.38,2.73,1.84,,,,
30.03,0.63,1.94,,,,
28.86,0.00,2.08,,,,
30.45,0.00,2.29,,,,
31.49,0.00,2.58,,,,
30.86,0.00,2.80,,,,
29.69,0.00,2.94,,,,
27.82,0.00,2.98,,,,
26.02,0.00,2.91,,,,
24.98,0.00,2.91,,,,
24.29,0.00,3.04,,,,
23.87,0.00,3.12,,,,
24.08,0.00,3.15,,,,
23.46,0.00,3.13,,,,
25.26,0.23,3.01,,,,
26.03,2.30,2.92,,,,
27.54,4.31,3.03,,,,
28.93,5.85,3.28,,,,
30.70,6.86,3.25,,,,
31.08,7.36,2.88,,,,
32.03,7.46,2.49,,,,
31.02,7.03,2.19,,,,
32.03,6.04,1.97,,,,
31.74,4.58,1.93,,,,
28.14,2.66,2.03,,,,
28.82,0.59,2.13,,,,
28.37,0.00,2.16,,,,
31.49,0.00,2.28,,,,
31.14,0.00,2.49,,,,
30.72,0.00,2.57,,,,
28.37,0.00,2.54,,,,
27.68,0.00,2.58,,,,
27.06,0.00,2.67,,,,
25.12,0.00,2.89,,,,
24.91,0.00,3.10,,,,
23.87,0.00,3.31,,,,
23.87,0.00,3.57,,,,
23.87,0.00,3.75,,,,
25.81,0.19,3.89,,,,
26.23,2.09,4.05,,,,
27.66,4.04,4.24,,,,
29.72,5.58,4.44,,,,
30.32,6.65,4.16,,,,
30.87,6.91,3.69,,,,
30.88,6.28,3.51,,,,
31.40,6.24,3.37,,,,
30.50,4.88,3.38,,,,
29.24,3.73,3.54,,,,
30.24,2.12,4.02,,,,
29.41,0.45,4.28,,,,
28.03,0.00,4.21,,,,
31.49,0.00,4.06,,,,
31.00,0.00,4.30,,,,
28.93,0.00,5.01,,,,
28.72,0.00,5.61,,,,
27.20,0.00,5.91,,,,
25.67,0.00,6.05,,,,
24.22,0.00,6.12,,,,
23.46,0.00,6.20,,,,
23.53,0.00,6.19,,,,
23.25,0.00,6.10,,,,
23.46,0.00,5.97,,,,
25.26,0.16,5.80,,,,
25.74,1.73,5.65,,,,
26.90,3.50,5.53,,,,
29.26,4.76,5.27,,,,
31.04,5.79,4.89,,,,
29.51,6.55,4.52,,,,
30.35,6.31,4.27,,,,
30.03,6.42,4.14,,,,
29.95,5.56,4.11,,,,
29.20,4.04,4.24,,,,
28.03,2.38,4.39,,,,
27.54,0.50,4.28,,,,
27.20,0.00,3.93,,,,
30.59,0.00,3.64,,,,
30.03,0.00,3.49,,,,
29.34,0.00,3.36,,,,
28.16,0.00,3.01,,,,
27.47,0.00,2.60,,,,
26.43,0.00,2.26,,,,
24.91,0.00,2.06,,,,
24.57,0.00,2.28,,,,
24.22,0.00,2.46,,,,
23.67,0.00,2.53,,,,
23.53,0.00,2.74,,,,
23.60,0.20,2.95,,,,
23.39,1.85,3.07,,,,
25.12,3.62,2.75,,,,
26.70,5.45,2.29,,,,
27.86,6.07,2.53,,,,
27.78,6.70,2.62,,,,
28.58,6.62,2.05,,,,
28.75,6.51,1.51,,,,
29.71,5.82,1.09,,,,
27.96,4.37,0.84,,,,
27.50,2.56,0.73,,,,
27.33,0.58,0.80,,,,
27.96,0.00,0.97,,,,
31.14,0.00,1.20,,,,
30.45,0.00,1.49,,,,
30.10,0.00,1.62,,,,
29.13,0.00,1.67,,,,
27.54,0.00,1.74,,,,
26.16,0.00,1.77,,,,
25.26,0.00,1.65,,,,
24.22,0.00,1.48,,,,
24.01,0.00,1.39,,,,
23.74,0.00,1.34,,,,
23.67,0.00,1.29,,,,
23.67,0.26,1.25,,,,
23.23,2.33,1.26,,,,
24.08,4.34,1.24,,,,
24.41,5.88,1.15,,,,
23.94,6.94,1.01,,,,
25.06,7.46,0.82,,,,
24.93,7.48,0.61,,,,
25.34,7.03,0.56,,,,
26.12,6.03,0.63,,,,
25.69,4.55,0.66,,,,
25.47,2.68,0.53,,,,
25.88,0.62,0.53,,,,
26.30,0.00,0.53,,,,
30.31,0.00,0.50,,,,
30.17,0.00,0.50,,,,
29.13,0.00,0.36,,,,
28.65,0.00,0.20,,,,
27.06,0.00,0.22,,,,
26.30,0.00,0.16,,,,
25.47,0.00,0.11,,,,
24.15,0.00,0.06,,,,
22.97,0.00,0.05,,,,
22.97,0.00,0.06,,,,
23.32,0.00,0.09,,,,
24.57,0.27,0.14,,,,
25.49,2.39,0.16,,,,
27.61,4.42,0.20,,,,
30.35,5.97,0.26,,,,
31.83,7.01,0.29,,,,
31.88,7.56,0.28,,,,
32.32,7.65,0.20,,,,
32.14,7.22,0.07,,,,
31.76,6.27,0.01,,,,
31.34,4.81,0.00,,,,
31.62,2.84,0.00,,,,
30.45,0.68,0.00,,,,
28.93,0.00,0.00,,,,
31.83,0.00,0.00,,,,
31.76,0.00,0.00,,,,
30.79,0.00,0.00,,,,
29.41,0.00,0.00,,,,
27.47,0.00,0.00,,,,
25.26,0.00,0.00,,,,
25.53,0.00,0.00,,,,
23.39,0.00,0.01,,,,
23.53,0.00,0.02,,,,
23.39,0.00,0.05,,,,
23.53,0.00,0.12,,,,
24.91,0.26,0.24,,,,
25.44,2.21,0.37,,,,
26.20,4.13,0.47,,,,
28.50,5.65,0.54,,,,
29.39,6.71,0.52,,,,
30.29,7.14,0.46,,,,
31.02,6.85,0.47,,,,
30.56,6.22,0.58,,,,
31.07,5.21,0.74,,,,
30.10,3.84,0.93,,,,
29.21,2.09,1.16,,,,
27.59,0.43,1.47,,,,
27.47,0.00,1.91,,,,
30.10,0.00,2.51,,,,
27.33,0.00,3.30,,,,
26.64,0.00,4.20,,,,
27.06,0.00,5.08,,,,
25.60,0.00,5.86,,,,
24.22,0.00,6.49,,,,
22.14,0.00,6.94,,,,
21.18,0.00,7.26,,,,
21.31,0.00,7.57,,,,
21.31,0.00,7.85,,,,
21.31,0.00,8.00,,,,
27.06,0.16,8.07,,,,
24.89,1.52,8.12,,,,
25.28,3.27,8.18,,,,
28.84,4.43,8.17,,,,
28.23,5.47,8.12,,,,
28.53,6.39,7.99,,,,
28.21,6.46,7.81,,,,
26.37,6.34,7.63,,,,
26.37,5.11,7.49,,,,
26.57,3.93,7.46,,,,
26.60,2.35,7.43,,,,
25.89,0.51,7.36,,,,
24.77,0.00,7.27,,,,
28.03,0.00,7.06,,,,
26.99,0.00,6.79,,,,
26.23,0.00,6.44,,,,
24.84,0.00,6.08,,,,
24.29,0.00,5.76,,,,
23.74,0.00,5.53,,,,
23.18,0.00,5.52,,,,
22.14,0.00,5.70,,,,
21.80,0.00,5.95,,,,
21.80,0.00,6.05,,,,
21.80,0.00,5.95,,,,
21.80,0.30,5.93,,,,
24.08,2.45,6.07,,,,
25.05,4.52,6.19,,,,
27.39,6.11,6.16,,,,
26.06,7.16,5.87,,,,
27.96,7.69,5.52,,,,
27.00,7.72,5.22,,,,
26.34,7.35,5.07,,,,
26.43,6.35,5.17,,,,
27.51,4.89,5.55,,,,
26.19,2.82,6.11,,,,
25.79,0.68,6.63,,,,
24.15,0.00,6.86,,,,
27.20,0.00,6.79,,,,
26.85,0.00,6.51,,,,
25.88,0.00,6.24,,,,
24.57,0.00,6.11,,,,
22.91,0.00,6.02,,,,
21.80,0.00,5.90,,,,
20.76,0.00,5.79,,,,
20.14,0.00,5.74,,,,
19.79,0.00,5.77,,,,
18.41,0.00,5.93,,,,
18.41,0.00,6.06,,,,
20.97,0.30,6.23,,,,
23.60,2.35,6.45,,,,
24.84,4.32,6.65,,,,
26.68,5.88,6.81,,,,
28.47,6.72,6.85,,,,
28.58,7.40,6.84,,,,
28.08,7.55,7.03,,,,
28.07,7.09,7.36,,,,
27.97,6.07,7.66,,,,
27.04,4.67,7.82,,,,
27.70,2.74,7.90,,,,
26.88,0.67,7.74,,,,
25.26,0.00,7.62,,,,
28.10,0.00,7.82,,,,
27.96,0.00,7.92,,,,
26.92,0.00,7.66,,,,
25.60,0.00,7.07,,,,
24.01,0.00,6.51,,,,
22.84,0.00,6.22,,,,
21.87,0.00,6.11,,,,
21.87,0.00,6.03,,,,
21.38,0.00,6.06,,,,
21.59,0.00,6.10,,,,
21.59,0.00,6.15,,,,
21.45,0.26,6.13,,,,
22.21,2.06,6.06,,,,
23.80,4.04,6.07,,,,
26.44,5.61,6.08,,,,
26.46,6.86,5.94,,,,
27.24,7.48,5.80,,,,
27.39,7.60,5.70,,,,
26.33,7.20,5.56,,,,
27.09,6.28,5.38,,,,
26.88,4.82,5.22,,,,
25.45,2.89,5.23,,,,
27.33,0.76,5.29,,,,
27.47,0.00,5.35,,,,
31.14,0.00,5.32,,,,
30.66,0.00,5.20,,,,
28.93,0.00,5.14,,,,
28.86,0.00,5.08,,,,
27.54,0.00,4.98,,,,
25.81,0.00,4.79,,,,
24.77,0.00,4.60,,,,
24.08,0.00,4.50,,,,
23.74,0.00,4.38,,,,
23.39,0.00,4.27,,,,
23.18,0.00,4.26,,,,
23.18,0.29,4.29,,,,
23.11,2.07,4.36,,,,
24.08,3.98,4.52,,,,
25.30,5.38,4.70,,,,
24.92,6.74,4.77,,,,
26.04,7.26,4.81,,,,
25.95,7.34,4.74,,,,
26.21,6.95,4.38,,,,
26.00,6.00,3.86,,,,
25.76,4.56,3.54,,,,
